CODI_CAPA,NOM_CAPA_CAT,NOM_CAPA_CAST,NOM_CAPA_ANG,COORD_X,COORD_Y,EQUIPAMENT,TELEFON,ADRECA
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430539.111,4582511.347,Gran Via Corts Catalanes. 609  (Pg. Gràcia) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430554.114,4582185.348,C. Bergara. 7 - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430565.109,4582768.347,C. Diputació. 285 aprox. (cantonada C/ Pau Claris) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430589.108,4582934.347,C. Consell de Cent. 340 (C/ Roger de Lluria) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430599.113,4582275.348,Pl. Catalunya. 5-7 - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430640.077,4587064.341,Pg. Fabra i Puig. 299-303 (entre c/ Teide i Pg. Palmeres) - places: 6-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430646.12,4581368.35,Rbla. Raval. 17 (Sant Rafael) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430648.124,4580822.351,C. Vilà i Vilà. 62 aprox. (C/ Nou de la Rambla) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430655.114,4582141.349,Pl. Catalunya. 1 (C/ Pelai) - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430716.111,4582461.349,C. Casp. 2-4 (Pg. Gràcia - C/ Pau Claris) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430720.114,4582117.349,Pl. Catalunya. 23 (La Rambla) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430733.112,4582342.349,Pl. Catalunya. 16 - places: 20-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430740.127,4580438.352,Pl. Carlos Ibáñez. s/n - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430749.114,4582047.35,La Rambla. 138 - Rbla. Canaletes (C/ Canuda) - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430773.112,4582378.349,Rda. Sant Pere. 2 aprox.  (Pl. Catalunya-Pl. Urquinaona) - places: 13-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430798.109,4582721.349,Gran Via Corts Catalanes. 662 (xamfrà C/ Roger de Llúria) - places: 7-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430837.113,4582259.35,C. Fontanella. 2 (Av. Portal de l'Àngel) - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430853.108,4582891.349,C. Bruc. 52-54 (Gran Via Corts Catalanes) - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430872.117,4581716.351,La Rambla. 91 - Rbla. St. Josep - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430886.121,4581115.352,Av. Drassanes. 27 - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430922.091,4585114.346,C. Cartagena. 340-350 - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430969.11,4582552.351,Pl. Urquinaona. 6 (C/ Roger de Llúria-C/ Ausias Marc) - places: 1-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,430972.093,4584848.347,C. Castillejos. 355-357 (St. Antoni Mª Claret - Trav. Gràcia) - places: 11-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431007.089,4585363.347,C. Mas Casanova. 90 - places: 9-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431021.118,4581551.353,La Rambla. 70 - Rbla. Caputxins - places: 6-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431057.099,4583993.349,C. Sardenya. 293 (C/Mallorca - Pl. Sagrada Familia) - places: 7-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431059.095,4584570.348,C. Còrsega. 597 (cantonada c/ Padilla) - places: 6-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431061.092,4584939.348,C. Sant Antoni Mª Claret. 165 aprox. (inicio) / Trav. de Gràcia. 398-408 (C/ Cartagena) - (final) - places: 10-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431084.069,4587999.343,Pl. Llucmajor. 10 - places: 6-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431092.119,4581434.353,La Rambla. 46 (Rbla. Caputxins - davant Plaça Reial) - places: 6-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431103.105,4583256.351,C. Diputació. 336 (Pg. St. Joan) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431117.11,4582590.352,Rda. Sant Pere. 27 (xamfrà C/ Bruc) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431136.076,4587056.345,Pl. Virrei Amat (Ps.Fabra i Puig. 225) - places: 2-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431144.126,4580474.355,Moll Sant Bertran. s/n (Port Autònom de Barcelona) - places: 6-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431156.088,4585426.348,C. Sant Quintí. 89 (C/ Mas Casanovas) - places: 6-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431157.103,4583541.351,C. Consell de Cent. 457 aprox. (xamfrà C/ Nàpols) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431173.078,4586749.346,Av. Borbó. 20-38 - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431182.098,4584107.35,C. Marina. 266 bis (xamfrà C/ Mallorca - Pl. Gaudí) - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431194.14,4578568.359,Moll Adossat-Terminal D C-Stella Maris (Port Autònom de Barcelona) - places: 58-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431257.113,4582115.354,Vía Laietana. 36 (Pl. Antoni Maura. s/n - Av. Francesc Cambó) - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431274.092,4584913.349,C. Dos de Maig. 309 (cantonada c/ Indústria) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431330.138,4578870.359,Moll Adossat-Terminal C (Port Autònom de Barcelona) - places: 8-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431349.108,4582766.353,C. Bailen. 4-6 (c/ Ali Bei) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431355.122,4580998.356,Pl. Portal de la Pau. s/n (Monument Colon / Moll de la Fusta) - places: 6-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431416.104,4583337.353,Gran Via Corts Catalanes. 732 (xamfrà c/ Nàpols) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431518.135,4579222.36,Moll Adossat-Terminal B (Port Autònom de Barcelona) - places: 36-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431568.124,4580593.358,Moll de Barcelona. 3 (Terminal N) - places: 10-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431593.071,4587626.348,Av. Rio Janeiro. 52 aprox. (entre Pintor Alzamora i Roselló i Porcel) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431627.087,4585457.351,C. Sant Antoni Mª Claret. 356 (Pg. Maragall) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431634.133,4579450.361,Moll Adossat-Terminal A (Port Autònom de Barcelona) - places: 28-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431646.107,4582798.355,Av. Vilanova. 10 aprox. - places: 7-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431651.079,4586483.35,C. Felip II. 178 (Pl. Congrès Eucarístic) - places: 7-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431665.073,4587355.349,Pg. Andreu Nin. 9-41 (entre C/ Pintor Alzamora i C/ Rosselló Porcel) - places: 6-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431686.106,4583036.355,C. Ali Bei. 54-98 (entre C/ Nàpols i C/ Sardenya) - places: 21-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431716.095,4584454.353,C. València. 543 (cantonada c/ Dos de Maig) - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431744.067,4588079.348,Av. Rio de Janeiro. 89-91 (entre Pg. Valldaura i c/ Baltasar Gracián) - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431758.07,4587702.349,Pg. Andreu Nin. 51-57 aprox. (entre C/ Roselló i Porcel i C/ Pintor Alzamora) - places: 8-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431866.061,4588865.348,C. Pablo Iglesias. 118 aprox. - Chafarinas (Via Favencia) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431875.074,4587127.35,Av. Meridiana. 392-406 (Ps.Fabra i Puig) - places: 9-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431893.072,4587407.35,Av. Meridiana. 430 (C/ Voló) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431921.114,4581894.359,Av. Marquès de l'Argentera. 4 - places: 11-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431966.113,4581963.359,C. Marquès de l'Argentera. 6-12 - places: 6-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,431994.102,4583456.357,C. Lepant. 170 - places: 8-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432032.093,4584576.356,C. Aragó. 585-589 (xamfrà C/ Corunya) - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432037.101,4583595.357,C. Padilla. 155 aprox. (cantonada Av. Meridiana) - places: 12-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432098.064,4588430.35,Av. Rio de Janeiro. 118-120 (Av. Meridiana) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432107.083,4585917.354,C. Sant Antoni Mª Claret. 470-472 (Av. Meridiana) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432147.116,4581523.361,Pg. Joan de Borbó. 11 (C/ Maquinista) - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432150.103,4583295.358,C. Joan d'Àustria. 130 (C/ Sancho d'Àvila) - places: 7-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432269.126,4580173.364,Pl. Rosa dels Vents. 1 - places: 12-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432272.064,4588337.352,C. Gran de Sant Andreu. 472 (Pl. Mossen Clapès) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432342.114,4581839.362,C. Pinzón. 1-5 (Doctor Aiguadé) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432387.087,4585299.357,C. Biscaia. 313 (C/ Mallorca) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432419.102,4583415.36,C. Almogàvers. 125 aprox. (xamfrà C/ Pamplona) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432423.074,4587012.355,Rbla. Onze de Setembre. 67-71 (cantonada Gran de Sant Andreu) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432494.096,4584090.36,C. Ciutat de Granada. 152 (C/ Bolívia) - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432651.105,4582936.363,C. Zamora. 39 (C/ Ramón Turró) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432716.107,4582669.364,C. Joan Miró. 21 (entre C/ Doctor Trueta - Av. Icària) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432716.111,4582092.365,C. Doctor Aiguader. 88 aprox. (C/ Trelawny) - places: 2-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432755.113,4581830.365,Pg. Marítim de la Barceloneta. 25-29 - places: 6-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432903.111,4582046.366,Pg. Marítim de la Barceloneta. 43 aprox. (C/ Ramón Trias Fargas) - places: 31-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432923.094,4584241.363,C. Tànger. 162 aprox. (Rbla. Poblenou) - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432945.11,4582217.366,C. Marina. 19-21 - places: 10-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432959.101,4583376.364,C. Llull. 111 (xamfrà C/ Badajoz) - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432984.109,4582251.366,C. Marina. 16 aprox. - places: 18-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,432997.106,4582714.366,Av. Icària. 162 - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433058.097,4583840.365,C. Pallars. 205 (C/ Llacuna) - places: 2-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433073.095,4584088.364,C. Pere IV. 177 (Rbla. Poblenou) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433076.084,4585540.362,Rbla. Guipúscoa. 74 (C/ Selva de Mar) - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433148.063,4588404.358,Pg. Potosí. 2 aprox. - places: 8-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433161.081,4586013.362,C. Menorca. 82-84 (C/ Cantabria) - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433166.104,4582986.367,C. Ávila. 1-7 (Av. Icària) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433247.097,4583852.366,Rbla. Poblenou. 83 (cantonada c/ Pujades) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433257.101,4583263.367,C. Doctor Trueta. 164 (C/ Ciutat de Granada) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433272.065,4588060.36,C. Ciutat d'Asunción. 39-41 aprox. (xamfrà C/ Sao Paulo) - places: 6-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433289.093,4584386.365,C. Lope de Vega. 141-149 (Av. Diagonal) - places: 8-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433300.098,4583702.367,C. Llull. 161 bis - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433361.099,4583585.367,C. Llacuna. 22-24 (xamfrà C/ Ramón Turró) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433402.093,4584302.366,C. Lope de Vega. 132-140 - places: 2-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433568.094,4584138.368,C. Pujades. 252 (C/ Lope de Vega) - places: 7-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433642.079,4586147.365,Rbla. Guipúscoa. 139-143 (Rbla. Prim) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433676.067,4587701.363,C. Sant Adrià. 119 - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433814.093,4584220.37,C. Llull. 271 (C/ Bac de Roda) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433963.087,4585073.369,C. Cristobal de Moura. 138 (xamfrà C/ Agricultura) - places: 5-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,433971.097,4583724.372,C. Lope de Vega. 2 (Pg. Garcia Faria) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,434059.095,4583938.372,Pg. Taulat. 156 (xamfrà c/ Bac de Roda) - places: 6-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,434083.096,4583795.372,C. Espronceda. 2-6 (entre Pg. Garcia Fària i Pg. Taulat) - places: 4-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,434202.092,4584246.373,C. Provençals. 10 (C/ Taulat - C/ Ramón Turró) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,434205.09,4584593.372,C. Llull. 361 - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,434276.094,4583982.374,C. Josep Ferraté i Móra. 2 (Pg. Garcia Faria) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,434352.093,4584090.374,C. Provençals. 2 (Pg. Garcia Faria) - places: 3-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,434633.089,4584568.375,C. Josep Pla. 20 - places: 13-,,
K018,Parades Taxi                                    ,Paradas Taxi                                       ,Taxi Ranks                                      ,434861.086,4584910.377,Pl. Llevant. s/n (Pg. Taulat) - places: 11-,,
